Z,N,A,actual_binding_energy_per_A_keV,uam_v4_prediction_keV_per_A,frdm2012_prediction_keV_per_A,uam_v4_residual_keV_per_A,frdm2012_residual_keV_per_A,uam_v4_absolute_residual_keV_per_A,frdm2012_absolute_residual_keV_per_A,lower_error_model
34,42,76,8711.4781,8710.782807268492,8716.052631578947,-0.6952927315087436,4.574531578946335,0.6952927315087436,4.574531578946335,UAM_V4
34,43,77,8694.6908,8694.802698737989,8703.506493506493,0.11189873798866756,8.815693506492607,0.11189873798866756,8.815693506492607,UAM_V4
34,44,78,8717.8072,8717.714268114696,8718.71794871795,-0.0929318853031873,0.9107487179499003,0.0929318853031873,0.9107487179499003,UAM_V4
34,45,79,8695.5923,8697.29490468004,8699.367088607594,1.7026046800401673,3.7747886075940187,1.7026046800401673,3.7747886075940187,UAM_V4
34,46,80,8710.8142,8711.974612834096,8714.25,1.160412834095041,3.43579999999929,1.160412834095041,3.43579999999929,UAM_V4
34,47,81,8685.9998,8685.062652846429,8689.62962962963,-0.9371471535705496,3.629829629629967,0.9371471535705496,3.629829629629967,UAM_V4
34,48,82,8693.1973,8696.165260520165,8695.243902439024,2.967960520165434,2.0466024390243547,2.967960520165434,2.0466024390243547,FRDM2012
34,49,83,8658.556,8659.881239695125,8662.77108433735,1.3252396951247647,4.2150843373492535,1.3252396951247647,4.2150843373492535,UAM_V4
34,50,84,8658.7935,8648.896296918765,8657.02380952381,-9.897203081234693,-1.7696904761905898,9.897203081234693,1.7696904761905898,FRDM2012
34,51,85,8610.3045,8604.717978277711,8602.0,-5.586521722289035,-8.30450000000019,5.586521722289035,8.30450000000019,UAM_V4
34,52,86,8581.8224,8587.359144777965,8574.883720930233,5.536744777966305,-6.938679069766295,5.536744777966305,6.938679069766295,UAM_V4
34,53,87,8529.092,8531.254604940517,8513.67816091954,2.162604940516758,-15.413839080460093,2.162604940516758,15.413839080460093,UAM_V4
34,54,88,8495.0045,8493.348121822832,8481.363636363636,-1.6563781771674257,-13.640863636363065,1.6563781771674257,13.640863636363065,UAM_V4
34,55,89,8435.2799,8436.487165867384,8423.932584269663,1.2072658673841943,-11.34731573033605,1.2072658673841943,11.34731573033605,UAM_V4
34,56,90,8395.7672,8396.092715376371,8389.888888888889,0.325515376371186,-5.878311111111543,0.325515376371186,5.878311111111543,UAM_V4
34,57,91,8334.8382,8333.109916987454,8326.153846153846,-1.728283012545944,-8.684353846154409,1.728283012545944,8.684353846154409,UAM_V4
34,58,92,8290.0,8283.78139009336,8287.282608695652,-6.218609906640268,-2.7173913043479843,6.218609906640268,2.7173913043479843,FRDM2012
34,59,93,8225.0,8216.6178660177,8224.193548387097,-8.38213398230073,-0.8064516129034018,8.38213398230073,0.8064516129034018,FRDM2012
34,60,94,8180.0,8184.2328,8182.446808510638,4.23279999999977,2.4468085106382205,4.23279999999977,2.4468085106382205,FRDM2012
34,61,95,8112.0,8115.1618,8117.789473684211,3.1617999999998574,5.789473684210861,3.1617999999998574,5.789473684210861,UAM_V4
35,30,65,7904.0,7951.097400000001,7902.76923076923,47.09740000000056,-1.23076923077042,47.09740000000056,1.23076923077042,FRDM2012
35,31,66,8014.0,8051.164060613957,8017.424242424242,37.16406061395719,3.4242424242420384,37.16406061395719,3.4242424242420384,FRDM2012
35,32,67,8148.0,8139.353312160333,8148.805970149254,-8.64668783966681,0.8059701492538807,8.64668783966681,0.8059701492538807,FRDM2012
35,33,68,8239.0,8226.610518167621,8233.823529411764,-12.389481832378806,-5.176470588236043,12.389481832378806,5.176470588236043,FRDM2012
35,34,69,8344.9026,8341.415777207192,8343.333333333334,-3.4868227928072884,-1.5692666666654986,3.4868227928072884,1.5692666666654986,FRDM2012
35,35,70,8414.7964,8400.919995524508,8402.142857142857,-13.876404475491654,-12.653542857142384,13.876404475491654,12.653542857142384,FRDM2012
35,36,71,8481.4629,8479.815841285443,8483.38028169014,-1.6470587145577156,1.917381690140246,1.6470587145577156,1.917381690140246,UAM_V4
35,37,72,8511.3126,8519.878639792289,8514.305555555555,8.566039792289303,2.9929555555554543,8.566039792289303,2.9929555555554543,FRDM2012
35,38,73,8568.0803,8571.120533561232,8569.589041095891,3.040233561232526,1.5087410958913097,3.040233561232526,1.5087410958913097,FRDM2012
35,39,74,8583.5615,8585.569385493302,8588.513513513513,2.0078854933017283,4.952013513513521,2.0078854933017283,4.952013513513521,UAM_V4
35,40,75,8627.6497,8628.775319335355,8632.0,1.1256193353547133,4.350300000000061,1.1256193353547133,4.350300000000061,UAM_V4
35,41,76,8635.883,8632.475320737114,8640.263157894737,-3.407679262885722,4.38015789473684,3.407679262885722,4.38015789473684,UAM_V4
35,42,77,8666.8073,8666.52526309094,8674.025974025973,-0.28203690906047996,7.218674025973087,0.28203690906047996,7.218674025973087,UAM_V4
35,43,78,8661.9594,8664.91976499851,8673.461538461539,2.960364998511068,11.502138461539289,2.960364998511068,11.502138461539289,UAM_V4
35,44,79,8687.5956,8688.657277116343,8691.012658227848,1.0616771163422527,3.4170582278475194,1.0616771163422527,3.4170582278475194,UAM_V4
35,45,80,8677.6541,8678.666719171186,8685.0,1.0126191711860884,7.345900000000256,1.0126191711860884,7.345900000000256,UAM_V4
35,46,81,8695.9465,8697.541270004735,8701.975308641975,1.594770004734528,6.028808641975047,1.594770004734528,6.028808641975047,UAM_V4
35,47,82,8682.4953,8683.788084570444,8687.560975609756,1.292784570443473,5.065675609755999,1.292784570443473,5.065675609755999,UAM_V4
35,48,83,8693.3852,8697.65626521515,8696.506024096385,4.271065215149065,3.12082409638424,4.271065215149065,3.12082409638424,FRDM2012
35,49,84,8671.3294,8669.868670774988,8675.47619047619,-1.460729225012983,4.14679047619029,1.460729225012983,4.14679047619029,UAM_V4
35,50,85,8673.5926,8662.128536158187,8673.411764705883,-11.464063841813186,-0.18083529411705968,11.464063841813186,0.18083529411705968,FRDM2012
35,51,86,8632.3659,8630.192987048022,8629.767441860466,-2.172912951979015,-2.5984581395350688,2.172912951979015,2.5984581395350688,UAM_V4
35,52,87,8605.9105,8613.88270643722,8601.83908045977,7.972206437219938,-4.071419540230636,7.972206437219938,4.071419540230636,FRDM2012
35,53,88,8563.7479,8564.52151429386,8548.295454545454,0.773614293859282,-15.45244545454625,0.773614293859282,15.45244545454625,UAM_V4
35,54,89,8530.7802,8528.980365461031,8513.483146067416,-1.7998345389678434,-17.297053932583367,1.7998345389678434,17.297053932583367,UAM_V4
35,55,90,8478.1865,8479.42703264513,8465.888888888889,1.2405326451298606,-12.29761111111111,1.2405326451298606,12.29761111111111,UAM_V4
35,56,91,8441.9242,8442.690292397423,8433.296703296703,0.7660923974235629,-8.627496703296856,0.7660923974235629,8.627496703296856,UAM_V4
35,57,92,8384.9123,8385.740174971981,8378.152173913044,0.8278749719811458,-6.7601260869560065,0.8278749719811458,6.7601260869560065,UAM_V4
35,58,93,8345.5986,8346.403161597047,8341.935483870968,0.8045615970477229,-3.6631161290315504,0.8045615970477229,3.6631161290315504,UAM_V4
35,59,94,8287.0,8286.795857359297,8286.382978723404,-0.20414264070313948,-0.6170212765955512,0.20414264070313948,0.6170212765955512,UAM_V4
35,60,95,8245.0,8247.225122696513,8249.473684210527,2.225122696512699,4.473684210526699,2.225122696512699,4.473684210526699,UAM_V4
35,61,96,8184.0,8185.453262779803,8192.5,1.4532627798025715,8.5,1.4532627798025715,8.5,UAM_V4
35,62,97,8140.0,8144.401400000001,8151.237113402062,4.401400000000649,11.237113402062278,4.401400000000649,11.237113402062278,UAM_V4
35,63,98,8078.0,8081.0,8089.591836734694,3.0,11.59183673469397,3.0,11.59183673469397,UAM_V4
36,31,67,7883.0,7930.869000000001,7898.20895522388,47.8690000000006,15.208955223880366,47.8690000000006,15.208955223880366,FRDM2012
36,32,68,8034.0,8082.680700000001,8043.676470588235,48.6807000000008,9.676470588235134,48.6807000000008,9.676470588235134,FRDM2012
36,33,69,8129.0,8105.0655,8132.028985507246,-23.9345000000003,3.028985507246034,23.9345000000003,3.028985507246034,FRDM2012
36,34,70,8256.0,8231.58667869339,8256.857142857143,-24.41332130661067,0.857142857143117,24.41332130661067,0.857142857143117,FRDM2012
36,35,71,8327.131,8319.937567847011,8325.633802816901,-7.193432152987953,-1.4971971830982511,7.193432152987953,1.4971971830982511,FRDM2012
36,36,72,8429.3193,8418.578037160425,8426.666666666666,-10.74126283957412,-2.652633333333142,10.74126283957412,2.652633333333142,FRDM2012
36,37,73,8460.1847,8462.57523245828,8463.013698630137,2.3905324582810863,2.8289986301369936,2.3905324582810863,2.8289986301369936,UAM_V4
36,38,74,8533.039,8538.814155740487,8533.648648648648,5.775155740486298,0.6096486486476351,5.775155740486298,0.6096486486476351,FRDM2012
36,39,75,8553.4399,8553.74058660142,8557.6,0.30068660142023873,4.160100000000966,0.30068660142023873,4.160100000000966,UAM_V4
36,40,76,8608.8077,8608.794757163361,8610.78947368421,-0.012942836638103472,1.981773684210566,0.012942836638103472,1.981773684210566,UAM_V4
36,41,77,8616.837,8616.295771556846,8620.90909090909,-0.5412284431531589,4.072090909090548,0.5412284431531589,4.072090909090548,UAM_V4
36,42,78,8661.2385,8660.193069192674,8662.692307692309,-1.045430807325829,1.4538076923090557,1.045430807325829,1.4538076923090557,UAM_V4
36,43,79,8657.113,8657.982130842305,8664.430379746835,0.8691308423058217,7.317379746835286,0.8691308423058217,7.317379746835286,UAM_V4
36,44,80,8692.9301,8693.218524061494,8697.75,0.2884240614948794,4.819900000000416,0.2884240614948794,4.819900000000416,UAM_V4
36,45,81,8682.8206,8682.414219096452,8690.987654320988,-0.4063809035469603,8.167054320989337,0.4063809035469603,8.167054320989337,UAM_V4
36,46,82,8710.6754,8711.045552888962,8718.292682926829,0.3701528889614565,7.617282926828921,0.3701528889614565,7.617282926828921,UAM_V4
36,47,83,8695.7295,8698.627478105935,8705.783132530121,2.897978105935181,10.053632530121831,2.897978105935181,10.053632530121831,UAM_V4
36,48,84,8717.4473,8723.164277882455,8725.833333333334,5.716977882455467,8.386033333334126,5.716977882455467,8.386033333334126,UAM_V4
36,49,85,8698.5633,8697.588780783954,8705.764705882353,-0.9745192160462466,7.201405882353356,0.9745192160462466,7.201405882353356,UAM_V4
36,50,86,8712.0295,8699.11667880895,8713.953488372093,-12.91282119105017,1.9239883720929356,12.91282119105017,1.9239883720929356,FRDM2012
36,51,87,8675.284,8669.189675928417,8671.724137931034,-6.094324071582378,-3.5598620689652307,6.094324071582378,3.5598620689652307,FRDM2012
36,52,88,8656.8499,8663.494841795362,8651.704545454546,6.6449417953626835,-5.145354545453301,6.6449417953626835,5.145354545453301,FRDM2012
36,53,89,8614.8158,8618.343257835644,8598.876404494382,3.5274578356438724,-15.93939550561845,3.5274578356438724,15.93939550561845,UAM_V4
36,54,90,8591.2599,8590.037286157189,8573.777777777777,-1.2226138428104605,-17.482122222221733,1.2226138428104605,17.482122222221733,UAM_V4
36,55,91,8541.7519,8541.529961886119,8525.824175824177,-0.22193811388024187,-15.927724175822732,0.22193811388024187,15.927724175822732,UAM_V4
36,56,92,8512.675,8512.187252374177,8501.41304347826,-0.4877476258225215,-11.261956521739194,0.4877476258225215,11.261956521739194,UAM_V4
36,57,93,8458.1085,8457.490648734958,8447.956989247312,-0.6178512650421908,-10.15151075268841,0.6178512650421908,10.15151075268841,UAM_V4
36,58,94,8424.3318,8424.560072889306,8419.04255319149,0.22827288930602663,-5.289246808510143,0.22827288930602663,5.289246808510143,UAM_V4
36,59,95,8365.9963,8365.649816820303,8367.157894736842,-0.3464831796973158,1.1615947368409252,0.3464831796973158,1.1615947368409252,UAM_V4
36,60,96,8330.8721,8330.865121502113,8338.020833333334,-0.00697849788775784,7.148733333333439,0.00697849788775784,7.148733333333439,UAM_V4
36,61,97,8269.8645,8271.647748953545,8282.474226804125,1.7832489535448985,12.609726804124875,1.7832489535448985,12.609726804124875,UAM_V4
36,62,98,8234.0,8227.257643940657,8248.877551020409,-6.742356059343365,14.877551020408646,6.742356059343365,14.877551020408646,UAM_V4
36,63,99,8175.0,8168.517331520043,8190.50505050505,-6.482668479957283,15.505050505050349,6.482668479957283,15.505050505050349,UAM_V4
36,64,100,8134.0,8137.1278999999995,8151.9,3.1278999999994994,17.899999999999636,3.1278999999994994,17.899999999999636,UAM_V4
36,65,101,8075.0,8080.1355,8090.990099009901,5.13550000000032,15.990099009901314,5.13550000000032,15.990099009901314,UAM_V4
37,34,71,8118.0,8161.887999999999,8119.43661971831,43.88799999999901,1.4366197183098848,43.88799999999901,1.4366197183098848,FRDM2012
37,35,72,8202.0,8256.660301301235,8202.361111111111,54.66030130123545,0.3611111111113132,54.66030130123545,0.3611111111113132,FRDM2012
37,36,73,8305.0821,8294.279184493518,8307.534246575342,-10.80291550648144,2.45214657534234,10.80291550648144,2.45214657534234,FRDM2012
37,37,74,8381.7123,8353.431535923195,8367.432432432432,-28.28076407680419,-14.279867567567635,28.28076407680419,14.279867567567635,FRDM2012
37,38,75,8448.2762,8442.16090432661,8451.066666666668,-6.1152956733894825,2.790466666667271,6.1152956733894825,2.790466666667271,FRDM2012
37,39,76,8486.2161,8491.245743923158,8488.552631578947,5.029643923158801,2.3365315789469605,5.029643923158801,2.3365315789469605,FRDM2012
37,40,77,8537.3396,8541.453226448868,8544.675324675325,4.113626448868672,7.335724675325764,4.113626448868672,7.335724675325764,UAM_V4
37,41,78,8558.3512,8560.615029755338,8565.0,2.26382975533852,6.648800000000847,2.26382975533852,6.648800000000847,UAM_V4
37,42,79,8601.1401,8601.660784399557,8607.468354430379,0.5206843995565578,6.328254430378365,0.5206843995565578,6.328254430378365,UAM_V4
37,43,80,8611.676,8610.352752459396,8618.25,-1.3232475406039157,6.574000000000524,1.3232475406039157,6.574000000000524,UAM_V4
37,44,81,8645.5139,8645.458021401886,8654.444444444445,-0.055878598113849876,8.930544444445331,0.055878598113849876,8.930544444445331,UAM_V4
37,45,82,8647.4275,8649.626465595758,8660.975609756097,2.1989655957586365,13.548109756096892,2.1989655957586365,13.548109756096892,UAM_V4
37,46,83,8675.2193,8676.938695564124,8689.87951807229,1.7193955641232606,14.660218072289354,1.7193955641232606,14.660218072289354,UAM_V4
37,47,84,8676.2244,8680.907358028615,8687.619047619048,4.682958028615758,11.394647619048555,4.682958028615758,11.394647619048555,UAM_V4
37,48,85,8697.4416,8706.043186355897,8708.588235294117,8.60158635589687,11.146635294117004,8.60158635589687,11.146635294117004,UAM_V4
37,49,86,8696.9014,8691.945925609201,8699.302325581395,-4.9554743907992815,2.4009255813944037,4.9554743907992815,2.4009255813944037,FRDM2012
37,50,87,8710.9843,8694.39064482906,8709.080459770115,-16.59365517094011,-1.903840229884736,16.59365517094011,1.903840229884736,FRDM2012
37,51,88,8681.1154,8678.260609771802,8676.59090909091,-2.854790228198908,-4.524490909090673,2.854790228198908,4.524490909090673,UAM_V4
37,52,89,8664.1895,8672.798894416037,8658.08988764045,8.609394416036594,-6.09961235955052,8.609394416036594,6.09961235955052,FRDM2012
37,53,90,8631.5262,8635.561131337265,8614.222222222223,4.034931337264425,-17.303977777777618,4.034931337264425,17.303977777777618,UAM_V4
37,54,91,8607.5621,8608.461463390482,8590.65934065934,0.8993633904829039,-16.90275934065903,0.8993633904829039,16.90275934065903,UAM_V4
37,55,92,8569.4225,8568.06838848756,8549.239130434782,-1.3541115124407952,-20.183369565218527,1.3541115124407952,20.183369565218527,UAM_V4
37,56,93,8540.9209,8538.726447126419,8526.989247311827,-2.1944528735803033,-13.931652688172107,2.1944528735803033,13.931652688172107,UAM_V4
37,57,94,8492.7644,8492.072131787112,8482.659574468085,-0.6922682128879387,-10.104825531914685,0.6922682128879387,10.104825531914685,UAM_V4
37,58,95,8460.1967,8461.175367875892,8457.894736842105,0.9786678758919152,-2.301963157895443,0.9786678758919152,2.301963157895443,UAM_V4
37,59,96,8408.8963,8413.506188172521,8414.791666666666,4.609888172521096,5.895366666665723,4.609888172521096,5.895366666665723,UAM_V4
37,60,97,8376.1872,8379.358733923556,8386.701030927836,3.171533923556126,10.513830927835443,3.171533923556126,10.513830927835443,UAM_V4
37,61,98,8330.7294,8328.205480031169,8339.69387755102,-2.523919968831251,8.964477551020536,2.523919968831251,8.964477551020536,UAM_V4
37,62,99,8295.301,8293.093517451185,8306.262626262625,-2.207482548814369,10.961626262625941,2.207482548814369,10.961626262625941,UAM_V4
37,63,100,8244.5085,8244.686027933401,8254.7,0.17752793340150674,10.191500000000815,0.17752793340150674,10.191500000000815,UAM_V4
37,64,101,8206.1753,8204.144767260103,8218.316831683169,-2.0305327398982627,12.141531683168068,2.0305327398982627,12.141531683168068,UAM_V4
37,65,102,8152.7443,8151.181527515437,8165.294117647059,-1.5627724845635385,12.549817647058262,1.5627724845635385,12.549817647058262,UAM_V4
37,66,103,8112.0,8117.049600000002,8126.601941747573,5.049600000002101,14.60194174757271,5.049600000002101,14.60194174757271,UAM_V4
37,67,104,8057.0,8060.980100000001,8072.211538461538,3.980100000000675,15.211538461538112,3.980100000000675,15.211538461538112,UAM_V4
38,35,73,8102.0,8157.1044,8101.643835616438,55.10440000000017,-0.35616438356191793,55.10440000000017,0.35616438356191793,FRDM2012
38,36,74,8221.0,8258.003451795399,8225.405405405405,37.00345179539909,4.405405405404963,37.00345179539909,4.405405405404963,FRDM2012
38,37,75,8296.5116,8271.305440955624,8296.4,-25.206159044375454,-0.11160000000018044,25.206159044375454,0.11160000000018044,FRDM2012
38,38,76,8393.9294,8361.04436639465,8398.157894736842,-32.885033605351055,4.22849473684073,32.885033605351055,4.22849473684073,FRDM2012
38,39,77,8435.9188,8431.88237646458,8439.22077922078,-4.03642353541909,3.3019792207796854,4.03642353541909,3.3019792207796854,FRDM2012
38,40,78,8500.0971,8505.200218214817,8507.051282051281,5.103118214816277,6.954182051280441,5.103118214816277,6.954182051280441,UAM_V4
38,41,79,8523.8558,8526.133997157083,8529.113924050633,2.2781971570839232,5.2581240506333415,2.2781971570839232,5.2581240506333415,UAM_V4
38,42,80,8578.5966,8578.311880658177,8579.5,-0.2847193418238021,0.9033999999992375,0.2847193418238021,0.9033999999992375,UAM_V4
38,43,81,8587.3545,8589.341934952816,8589.382716049382,1.9874349528163293,2.028216049382536,1.9874349528163293,2.028216049382536,UAM_V4
38,44,82,8635.719,8635.63520656081,8638.414634146342,-0.08379343918932136,2.6956341463428544,0.08379343918932136,2.6956341463428544,UAM_V4
38,45,83,8638.4076,8636.95391084837,8646.265060240963,-1.453689151630897,7.8574602409626095,1.453689151630897,7.8574602409626095,UAM_V4
38,46,84,8677.5132,8677.247677999032,8687.261904761905,-0.265522000967394,9.748704761905174,0.265522000967394,9.748704761905174,UAM_V4
38,47,85,8675.7193,8679.94524357231,8688.470588235294,4.225943572309916,12.751288235293032,4.225943572309916,12.751288235293032,UAM_V4
38,48,86,8708.4566,8717.731309411223,8720.348837209302,9.27470941122374,11.892237209302039,9.27470941122374,11.892237209302039,UAM_V4
38,49,87,8705.2363,8703.897869835126,8712.068965517241,-1.3384301648748078,6.832665517240457,1.3384301648748078,6.832665517240457,UAM_V4
38,50,88,8732.5958,8715.211582784907,8732.272727272728,-17.384217215092576,-0.32307272727121017,17.384217215092576,0.32307272727121017,FRDM2012
38,51,89,8705.923,8697.878568075825,8700.561797752809,-8.044431924176024,-5.361202247191613,8.044431924176024,5.361202247191613,FRDM2012
38,52,90,8696.0043,8703.61612882154,8691.222222222223,7.611828821540257,-4.782077777777886,7.611828821540257,4.782077777777886,FRDM2012
38,53,91,8663.8759,8669.829715579435,8650.21978021978,5.9538155794361955,-13.656119780218432,5.9538155794361955,13.656119780218432,UAM_V4
38,54,92,8648.907,8650.662955794169,8632.608695652174,1.7559557941694948,-16.29830434782525,1.7559557941694948,16.29830434782525,UAM_V4
38,55,93,8612.7875,8612.174232439784,8591.182795698925,-0.6132675602166273,-21.60470430107489,0.6132675602166273,21.60470430107489,UAM_V4
38,56,94,8593.8344,8589.58673314764,8576.382978723404,-4.2476668523595436,-17.451421276595283,4.2476668523595436,17.451421276595283,UAM_V4
38,57,95,8549.0875,8545.19509850649,8534.0,-3.892401493509169,-15.087499999999636,3.892401493509169,15.087499999999636,UAM_V4
38,58,96,8521.2041,8522.603836689103,8517.5,1.399736689101701,-3.7041000000008353,1.399736689101701,3.7041000000008353,UAM_V4
38,59,97,8471.8489,8477.869973443412,8475.257731958764,6.0210734434112965,3.4088319587626756,6.0210734434112965,3.4088319587626756,FRDM2012
38,60,98,8445.7385,8447.846133002282,8455.918367346938,2.107633002282455,10.179867346938408,2.107633002282455,10.179867346938408,UAM_V4
38,61,99,8402.5235,8399.077733777043,8408.9898989899,-3.445766222956081,6.466398989899972,3.445766222956081,6.466398989899972,UAM_V4
38,62,100,8372.2012,8370.084943134856,8383.2,-2.1162568651434412,10.99880000000121,2.1162568651434412,10.99880000000121,UAM_V4
38,63,101,8324.7411,8325.68589045211,8332.673267326732,0.9447904521111923,7.932167326733179,0.9447904521111923,7.932167326733179,UAM_V4
38,64,102,8291.2213,8292.154936115165,8302.745098039215,0.9336361151654273,11.523798039215762,0.9336361151654273,11.523798039215762,UAM_V4
38,65,103,8242.0,8241.221261494442,8250.388349514564,-0.7787385055580671,8.388349514563743,0.7787385055580671,8.388349514563743,UAM_V4
38,66,104,8206.0,8201.749522317547,8218.365384615385,-4.250477682453493,12.365384615384755,4.250477682453493,12.365384615384755,UAM_V4
38,67,105,8152.0,8148.755301751489,8164.476190476191,-3.2446982485107583,12.476190476190823,3.2446982485107583,12.476190476190823,UAM_V4
38,68,106,8114.0,8120.778700000001,8131.132075471698,6.778700000000754,17.132075471698045,6.778700000000754,17.132075471698045,UAM_V4
38,69,107,8057.0,8062.0,8075.7009345794395,5.0,18.70093457943949,5.0,18.70093457943949,UAM_V4
39,36,75,8089.0,8139.2212,8097.2,50.22119999999995,8.199999999999818,50.22119999999995,8.199999999999818,FRDM2012
39,37,76,8173.0,8224.709299517432,8181.315789473684,51.709299517431646,8.315789473684163,51.709299517431646,8.315789473684163,FRDM2012
39,38,77,8278.0,8263.631780927244,8287.272727272728,-14.368219072755892,9.272727272727934,14.368219072755892,9.272727272727934,FRDM2012
39,39,78,8349.0,8323.458346338928,8346.02564102564,-25.541653661071905,-2.9743589743593475,25.541653661071905,2.9743589743593475,FRDM2012
39,40,79,8416.7788,8412.54487083793,8421.898734177215,-4.233929162070126,5.1199341772153275,4.233929162070126,5.1199341772153275,UAM_V4
39,41,80,8454.2759,8458.822419029124,8454.75,4.546519029123374,0.47409999999945285,4.546519029123374,0.47409999999945285,FRDM2012
39,42,81,8505.9031,8509.534003847984,8509.012345679012,3.6309038479848823,3.1092456790120195,3.6309038479848823,3.1092456790120195,FRDM2012
39,43,82,8529.2762,8530.309863660548,8530.243902439024,1.0336636605479725,0.9677024390239239,1.0336636605479725,0.9677024390239239,FRDM2012
39,44,83,8573.6571,8574.431460328584,8579.277108433735,0.7743603285834979,5.620008433734256,0.7743603285834979,5.620008433734256,UAM_V4
39,45,84,8587.7812,8589.241778396312,8597.97619047619,1.460578396312485,10.194990476191379,1.460578396312485,10.194990476191379,UAM_V4
39,46,85,8628.1486,8629.331014902467,8641.29411764706,1.1824149024669168,13.145517647059023,1.1824149024669168,13.145517647059023,UAM_V4
39,47,86,8638.4293,8643.277071849474,8652.093023255815,4.847771849474157,13.663723255815057,4.847771849474157,13.663723255815057,UAM_V4
39,48,87,8674.8451,8685.147103743006,8686.896551724138,10.302003743005116,12.051451724137223,10.302003743005116,12.051451724137223,UAM_V4
39,49,88,8682.5396,8679.84592346332,8688.181818181818,-2.6936765366808686,5.642218181817952,2.6936765366808686,5.642218181817952,UAM_V4
39,50,89,8714.011,8694.114286138374,8710.561797752809,-19.896713861626267,-3.4492022471913515,19.896713861626267,3.4492022471913515,FRDM2012
39,51,90,8693.3778,8686.143677749427,8688.111111111111,-7.234122250572909,-5.266688888888893,7.234122250572909,5.266688888888893,FRDM2012
39,52,91,8684.9421,8695.413351928655,8680.54945054945,10.471251928654965,-4.39264945055038,10.471251928654965,4.39264945055038,FRDM2012
39,53,92,8661.5894,8668.888416501586,8648.695652173914,7.299016501585356,-12.893747826086837,7.299016501585356,12.893747826086837,UAM_V4
39,54,93,8648.9054,8650.890515950328,8631.397849462366,1.9851159503286908,-17.507550537633506,1.9851159503286908,17.507550537633506,UAM_V4
39,55,94,8622.8068,8622.35817857969,8598.297872340425,-0.4486214203097916,-24.50892765957542,0.4486214203097916,24.50892765957542,UAM_V4
39,56,95,8604.9644,8600.263526783565,8585.894736842105,-4.700873216435866,-19.069663157895775,4.700873216435866,19.069663157895775,UAM_V4
39,57,96,8569.4269,8563.717881933491,8551.979166666666,-5.709018066509088,-17.447733333334327,5.709018066509088,17.447733333334327,UAM_V4
39,58,97,8541.4616,8544.270014191292,8536.907216494845,2.8084141912913765,-4.5543835051557835,2.8084141912913765,4.5543835051557835,UAM_V4
39,59,98,8497.6162,8506.862329286321,8502.448979591836,9.246129286320866,4.832779591835788,9.246129286320866,4.832779591835788,FRDM2012
39,60,99,8476.6938,8478.764499095716,8484.444444444445,2.0706990957169182,7.750644444446152,2.0706990957169182,7.750644444446152,UAM_V4
39,61,100,8439.4151,8435.143714175045,8445.1,-4.27138582495536,5.684900000000198,4.27138582495536,5.684900000000198,UAM_V4
39,62,101,8413.3305,8412.331349952772,8420.89108910891,-0.9991500472278858,7.56058910891079,0.9991500472278858,7.56058910891079,UAM_V4
39,63,102,8371.9172,8372.856999825219,8377.450980392157,0.93979982521887,5.533780392157496,0.93979982521887,5.533780392157496,UAM_V4
39,64,103,8342.6336,8341.126393191553,8348.73786407767,-1.5072068084464263,6.10426407767045,1.5072068084464263,6.10426407767045,UAM_V4
39,65,104,8298.0,8296.560945985095,8302.98076923077,-1.4390540149051958,4.980769230769511,1.4390540149051958,4.980769230769511,UAM_V4
39,66,105,8262.0,8263.387812958936,8271.809523809523,1.3878129589356831,9.809523809522943,1.3878129589356831,9.809523809522943,UAM_V4
39,67,106,8215.0,8213.717491807145,8224.245283018869,-1.282508192854948,9.245283018868577,1.282508192854948,9.245283018868577,UAM_V4
39,68,107,8178.0,8175.941302665784,8191.401869158878,-2.058697334216049,13.401869158878071,2.058697334216049,13.401869158878071,UAM_V4
39,69,108,8129.0,8131.858950748553,8142.685185185185,2.8589507485530703,13.685185185185219,2.8589507485530703,13.685185185185219,UAM_V4
39,70,109,8089.0,8094.0,8104.954128440367,5.0,15.95412844036673,5.0,15.95412844036673,UAM_V4
40,37,77,8075.0,8138.848099999999,8084.805194805195,63.84809999999925,9.805194805195242,63.84809999999925,9.805194805195242,FRDM2012
40,38,78,8194.0,8234.180532329676,8201.923076923076,40.18053232967577,7.9230769230762235,40.18053232967577,7.9230769230762235,FRDM2012
40,39,79,8267.0,8238.419275068547,8268.60759493671,-28.580724931453005,1.6075949367095745,28.580724931453005,1.6075949367095745,FRDM2012
40,40,80,8365.0,8330.324551276582,8360.625,-34.6754487234175,-4.375,34.6754487234175,4.375,FRDM2012
40,41,81,8395.1519,8396.9495165256,8396.41975308642,1.7976165255986416,1.2678530864195636,1.7976165255986416,1.2678530864195636,FRDM2012
40,42,82,8465.4666,8474.273273431154,8460.853658536585,8.806673431154195,-4.612941463414245,8.806673431154195,4.612941463414245,FRDM2012
40,43,83,8488.3997,8490.816424070023,8488.55421686747,2.4167240700226102,0.15451686746928317,2.4167240700226102,0.15451686746928317,FRDM2012
40,44,84,8549.0301,8547.519683919028,8548.452380952382,-1.5104160809714813,-0.5777190476183023,1.5104160809714813,0.5777190476183023,FRDM2012
40,45,85,8564.0394,8563.049796860247,8568.70588235294,-0.9896031397529441,4.666482352940875,0.9896031397529441,4.666482352940875,UAM_V4
