Z,N,A,actual_binding_energy_per_A_keV,uam_v4_prediction_keV_per_A,frdm2012_prediction_keV_per_A,uam_v4_residual_keV_per_A,frdm2012_residual_keV_per_A,uam_v4_absolute_residual_keV_per_A,frdm2012_absolute_residual_keV_per_A,lower_error_model
10,8,18,7341.2577,7144.26162819339,7465.0,-196.99607180661042,123.74229999999989,196.99607180661042,123.74229999999989,FRDM2012
10,9,19,7567.3431,7600.713294778596,7614.210526315789,33.37019477859576,46.86742631578909,33.37019477859576,46.86742631578909,UAM_V4
10,10,20,8032.2412,7931.174066812338,8040.5,-101.06713318766197,8.25879999999961,101.06713318766197,8.25879999999961,FRDM2012
10,11,21,7971.7136,7932.603426157868,7950.476190476191,-39.1101738421321,-21.23740952380922,39.1101738421321,21.23740952380922,FRDM2012
10,12,22,8080.4656,8161.685850166325,8089.545454545455,81.22025016632415,9.07985454545451,81.22025016632415,9.07985454545451,FRDM2012
10,13,23,7955.2561,8021.777653050674,7943.04347826087,66.52155305067481,-12.212621739129645,66.52155305067481,12.212621739129645,FRDM2012
10,14,24,7993.3252,7981.602585875624,8025.416666666667,-11.722614124376378,32.09146666666675,11.722614124376378,32.09146666666675,UAM_V4
10,15,25,7839.7994,7792.538969188329,7824.8,-47.26043081167063,-14.999399999999696,47.26043081167063,14.999399999999696,FRDM2012
10,16,26,7751.911,7732.794965141396,7778.846153846154,-19.116034858604507,26.935153846154208,19.116034858604507,26.935153846154208,UAM_V4
10,17,27,7520.4151,7540.593788338389,7532.592592592592,20.178688338388383,12.177492592591989,20.178688338388383,12.177492592591989,FRDM2012
