mass_region,count,prediction_count,coverage,mean_absolute_residual_keV_per_a,median_absolute_residual_keV_per_a,p95_absolute_residual_keV_per_a,p99_absolute_residual_keV_per_a,max_absolute_residual_keV_per_a,root_mean_square_residual_keV_per_a,mean_signed_residual_keV_per_a
HEAVY_100_TO_179,1342,1342,1.0,1.8193135615322977,0.5971944165812602,7.739931473014258,14.314381741465347,31.0,3.5333690032828122,0.3018276024998134
LIGHT_A_LT_40,303,267,0.8811881188118812,89.30596516243392,30.069006801779324,328.8661099999999,1051.1839499999967,1282.4164,195.31104858982187,18.193611474599592
MEDIUM_40_TO_99,820,816,0.9951219512195122,10.584420672747996,4.3453353402865105,46.73914698073918,76.77027828240446,156.27139999999963,20.079630920314358,2.1498479568376694
VERY_HEAVY_A_GE_180,1093,1089,0.9963403476669717,0.8920463292969801,0.4081710714081055,3.1995299340911503,5.602309289260122,15.0,1.576253443817202,0.16555519953536782
