group,count,prediction_count,coverage,mae_keV_per_A,median_abs_keV_per_A,p95_abs_keV_per_A,p99_abs_keV_per_A,rmse_keV_per_A,mean_signed_keV_per_A,max_abs_keV_per_A,mae_total_keV,median_abs_total_keV,p95_abs_total_keV,rmse_total_keV,mae_total_MeV
RADIOACTIVE_OR_UNRESOLVED_HALF_LIFE,356,349,0.9803370786516854,30.291827011619652,2.328909251463301,154.85323999999952,322.1451444892448,92.2525657446648,15.962448309563024,1155.5910000000003,986.3876743250864,208.12139999999272,4031.4273799380508,2078.5817582550985,0.9863876743250864
RADIOACTIVE_WITH_NUMERIC_HALF_LIFE,3202,3165,0.9884447220487196,8.000849792245738,0.9573944870699052,25.093655667428507,125.95473956933967,48.88448449882923,0.5138761425936492,1282.4164,380.10520910795185,134.3747221537633,1421.6012873699738,851.048526464883,0.38010520910795187
